site_code,plot_code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CAB1,CHT-01,100,100,100,100,100,100,100,100,99.99999999999999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,CHT-02,100,100,100,100,100,100,100,100,100,100,100,100,100.00000000000004,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,CHT-03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,CHT-04,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,CHT-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100.00000000000003,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,MYT-01,100,100,100,100,100,100,100,100,100,100.00000000000011,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,MYT-02,100,100,100,100,100,100,100,100,100,100.00000000000001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,MYT-03,100,100,100,100,100,100,100,100,100,100,100,100,100.00000000000004,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,MYT-04,100,100,100,100,100,100,100,100,100,100,100,100,100,100.00000000000007,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,MYT-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,MYT-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,100,100,100,100,NA,100,100,100,NA,100,100
CAB1,POL-01,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,POL-02,NA,NA,NA,NA,NA,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,POL-03,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,99.99999999999994,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,POL-04,NA,NA,NA,NA,NA,100,100,100,99.99999999999999,100.00000000000003,100,100,100,99.99999999999996,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,POL-05,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,99.99999999999994,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,POL-06,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,SIL-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,SIL-02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,SIL-03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,SIL-04,100,100,100,100,NA,100,100,100,100,100,100,100,100,100.00000000000004,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB1,SIL-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB2,CHT-01,100,100,100,100,100,100,100,100,100,100.0000000000001,100,100,100,99.99999999999999,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB2,CHT-02,100,100,100,100,100,100,100,100,100,100,100.00000000000009,100,100,99.99999999999994,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB2,CHT-03,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99999999999996,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB2,CHT-04,100,100,100,100,100,100,100,100,100,100,100,100,100,99.99999999999996,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
CAB2,CHT-05,100,100,100.00000000000009,100,100,100,100,100,100,100,100,100,100.00000000000001,100,100,100,100,100,100,100,100,99.99999999999993,100,100,100,100,100,NA,100,100
CAB2,MYT-01,100,100,100,100,100,100,100,100,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,100,100
